Product id,Part Number,,Description,Highest similarity percentage,duplicates,
31119,8520-4S10A-BAT-GX4-G1-G3-Y-5,A, Allen-Bradley 8520-4S10A-BAT-GX4-G1-G3-Y-5 4 Axis Servo Drive in the 8520 Servo Drives Series.,,,
31120,8520-4S10A-EX4-S-1-2-3-4-5-7,A, Allen-Bradley 8520-4S10A-EX4-S-1-2-3-4-5-7 4 Axis Servo Drive with a 380/460V AC Input Voltage and 15 max. AC Input Amps.,,,
31121,8520-4S10A-EX4-S-1-2-3-5-7,A, Allen-Bradley 8520-4S10A-EX4-S-1-2-3-5-7 4 Axis Servo Drive with a 380/460V AC Input Voltage and 15 max. AC Input Amps.,,,
31123,8520-4S10A-MX4-S-1-2-3-4-5-6-7,A, Allen-Bradley 8520-4S10A-MX4-S-1-2-3-4-5-6-7 4 Axis Servo Drive with 15 max. AC Input Amps.,,,
31126,8520-AA12,A,"<p>Allen-Bradley 8520-AA12 Servo Drive Amplifier with 3 Axes and 12 Amps.</p>
",,,
31127,8520-AA21,A, Allen-Bradley 8520-AA21 Servo Drive Amplifier with 1 Axes and 21 Amps.,,,
31125,8520-AA6,A,"<p>Allen-Bradley 8520-AA6 Servo Drive Amplifier with 2 Axes and 6 Amps.</p>
",,,
31128,8520-AMTB,A, Allen-Bradley 8520-AMTB American Machine Tool Panel with an Alternate Part Number of 140503.,,,
31132,8520-ASM3,A, Allen-Bradley 8520-ASM3 Analog Servo Module with 3 Axes and +/- 10V Output Voltage Range.,,,
31133,8520-COP3,A, Allen-Bradley 8520-COP3 Color Operator Panel with a 44 lb. Weight and 15.16 in./15.75 in. Dimensions H/W.,,,
31134,8520-CPUX,A, Allen-Bradley 8520-CPUX CPU Module with an Alternate Part Number of 90781001.,,,
31135,8520-CPUX1,A, Allen-Bradley 8520-CPUX1 Adapter Module with an Alternate Part Number of 176059.,,,
31136,8520-CRTC,A," Allen-Bradley 8520-CRTC Color CRT Monitor with a 12"" Display, Powered by AC Power Supply Cable C03 Power.",,,
31138,8520-DH1,A, Allen-Bradley 8520-DH1 Adapter Module in the 8520 Modules Series and Data Highway  Communication.,,,
16733,8520EMBGD1,A,Allen-Bradley Motherboard part of 9/290 Series,,,
31139,8520-ENC3,A, Allen-Bradley 8520-ENC3 3 Axis Digital Servo Module with a  +5V  from Main Power Supply Input Power Range for Encoders and 546 kHz Max. Input Frequency of Encoder Feedback.,97.09302326,,
31142,8520-ETCP,A, Allen-Bradley 8520-ETCP OCI Interface Module with an Alternate Part Number of 160784.,,,
31143,8520-FR,A, Allen-Bradley 8520-FR 1 MB Flash RAM Memory Stick with an Alternate Part Number of 145696.,,,
31144,8520-FR2,A, Allen-Bradley 8520-FR2 Flash RAM Memory Module with an Alternate Part Number of 160356.,,,
31145,8520-FR2A,A, Allen-Bradley 8520-FR2A Flash RAM Memory Module.,,,
31146,8520-KBI,A, Allen-Bradley 8520-KBI Keyboard I/O Ring Interface  with 5V DC Power and Fiber Optic Cables Connection to I/O Ring.,,,
31147,8520-KBI2,A, Allen-Bradley 8520-KBI2 Keyboard I/O Ring Interface  with 5V DC Power and Fiber Optic Cables Connection to I/O Ring.,,,
31148,8520-KYBI,A, Allen-Bradley 8520-KYBI Keyboard I/O Ring Interface  with 5V DC Power and Fiber Optic Cables Connection to I/O Ring.,,,
31149,8520-MOP,A, Allen-Bradley 8520-MOP Monochrome Operator Panel with a 19.8 lbs. Weight and 7.87 in. /15.36 in. Dimensions H/W.,,,
31150,8520-MOP7,A, Allen-Bradley 8520-MOP7 Monochrome Operator Panel with a 19.8 lbs. Weight and 7.87 in. /15.36 in. Dimensions H/W.,,,
31151,8520-MPRO,A, Allen-Bradley 8520-MPRO Main Processor Board with an Alternate Part Number of 135440.,,,
31152,8520-OPC,A," Allen-Bradley 8520-OPC CRT Operator Interface with a Operator Panel, MTB Panel, and HPG Components.",,,
31097,8520-PS1,A, Allen-Bradley 8520-PS1 Main Power Supply with a 5.35V DC (4A) at 50 C Rated Outputs and a 90-265V AC- 47-63Hz Input Range.,,,
31098,8520-PS2,A, Allen-Bradley 8520-PS2 Main Power Supply with a 5.35V DC (4A) @ 50 C Rated Outputs and a 90-265V AC- 47-63Hz Input Range.,,,
31096,8520-PS2A,A, Allen-Bradley 8520-PS2A Main Power Supply with a 24V DC (2.0A) @ 50 C Rated Outputs and a 90-265V AC- 47-63Hz Input Range.,,,
31154,8520-PX-ASM32-EXEC2-63S,A, Allen-Bradley 8520-PX-ASM32-EXEC2-63S Motherboard Rack with 115/230V AC Power.,,,
31157,8520-PX-ASM32-EXEC2-S-1-2-3-5,A, Allen-Bradley 8520-PX-ASM32-EXEC2-S-1-2-3-5 CNC Motherboard Rack with 115/230V AC.,,,
31155,8520-PX-ASM3-EXEC2-31S,A, Allen-Bradley 8520-PX-ASM3-EXEC2-31S Motherboard Rack with 115V AC and 50/60Hz Frequency.,,,
31156,8520-PX-ASM3-MEXE2-M31S,A, Allen-Bradley 8520-PX-ASM3-MEXE2-M31S CNC Rack with 115V AC and 5 Amps.,,,
31160,8520-ROP,A, Allen-Bradley 8520-ROP Removable Operator Panel with a Interface Assembly Power Supply for Overcurrent Protection.,,,
31161,8520-S10,A, Allen-Bradley 8520-S10 10KW System Module with a 380/460 AC Input Voltage and 15 max. AC Input Amps.,,,
31162,8520-S5,A, Allen-Bradley 8520-S5 5KW System Module with a 380/460 AC Input Voltage and 15 max. AC Input Amps.,,,
31141,8520-SM4,A, Allen-Bradley 8520-SM4 4 Axis Analog Servo Module with a +/- 10V Output Voltage Range and Single Ended Analog Output Driver.,,,
31163,8520-SP1-EXEC1-LIBAT-M-1-2-3-4-5,A, Allen-Bradley 8520-SP1-EXEC1-LIBAT-M-1-2-3-4-5 Processor Modue w/ Power Supply with 230V AC and 6 Amps.,,,
31165,8520-SP1-EXEC1-LIBAT-S-1-2-3-4,A, Allen-Bradley 8520-SP1-EXEC1-LIBAT-S-1-2-3-4 Processor Module w/ Power Supply with 115/230V AC and 6 Amps.,,,
31164,8520-SP-EXEC1-LIBAT-L3S,A, Allen-Bradley 8520-SP-EXEC1-LIBAT-L3S Processor Module with 115/230 Volts AC and 6 Amps.,,,
31166,8520-SPNL,A, Allen-Bradley 8520-SPNL Switch Panel DC with a 7-40V Input Voltage and 5V DC at 300mA Single Output Voltage.,,,
31167,8520-SPRO,A, Allen-Bradley 8520-SPRO Sub Processor Board with an Alternate Part Number of 135441.,,,
31168,8520-SR,A, Allen-Bradley 8520-SR Shadow RAM SIMM with an Alternate Part Number of 156918 .,,,
71678,91-00992-00,A,"<p>The 91-00992-00 module is a PanelMate display unit. It is a 14-inch CRT monitor by Eaton Cutler-Hammer.</p>
",,,
71675,91-00992-03,A,"<p>The Eaton 91-00992-03 terminal is a PanelMate 92** Series&nbsp;terminal. It is also a CRT monitor device.</p>
",,,
2799,91-00992-04,A,"<p>Eaton OPERATOR INTERFACE DISPLAY FOR PANELMATE 4200/4500 Cutler-Hammer</p>
",,,
29917,9101-1457,A,"The 9101-1457 The Allen-Bradley 1398 Servo Drive 1398-DDM-010 has 100-240 rms Volts Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 10 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",98.63013699,,
29923,9101-1458,A,"The 9101-1458 The Allen-Bradley 1398 Servo Drive 1398-DDM-020 has 100-240 rms Volts Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 19 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",98.40546697,,
29925,9101-1459,A,"The 9101-1459 The Allen-Bradley 1398 Servo Drive 1398-DDM-030 has 100-240 rms Volts Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 28 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",98.40546697,,
29911,9101-1531,A,"The 9101-1531 The Allen-Bradley 1398 Servo Drive 1398-DDM-005 has 100-240 Vac rms Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 5 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",98.84526559,,
29914,9101-1532,A,"The 9101-1532 The Allen-Bradley 1398 Servo Drive 1398-DDM-009 has 100-240 Vac rms Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 9 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",99.30715935,,
29918,9101-1533,A,"The 9101-1533 The Allen-Bradley 1398 Ultra Plus Positioning Module 1398-PDM-100 has 50 amps/Phase Continuous Output Current, G63900 Watts Continuous Shunt Power, and 10 kWatts Peak Shunt Power.",96.1038961,,
29916,9101-1553,A,"The 9101-1553 The Allen-Bradley 1398 Servo Drive 1398-DDM-009X has 100-240 Vac rms Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 9 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",97.47126437,,
29924,9101-1629,A,"The 9101-1629 The Allen-Bradley 1398 Servo Drive 1398-DDM-020X has 100-240 rms Volts Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 19 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",97.72727273,,
29926,9101-1630,A,"The 9101-1630 The Allen-Bradley 1398 Servo Drive 1398-DDM-030X has 100-240 rms Volts Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 28 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",95.76837416,,
29928,9101-1631,A,"The 9101-1631 The Allen-Bradley 1398 Servo Drive 1398-DDM-075X has 100-240 rms Volts Nominal (Single or Three Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 30 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",95.08928571,,
29938,9101-1697,A,The 9101-1697 The Allen-Bradley Shunt Resistor 1398-SR9P has 420 V Input Voltage and 1 Phase.,,,
29601,9101-1766,A,"The Allen-Bradley 9101-1766 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 5 Amps (0-peak) Continuous Output Current.",99.45945946,,
29603,9101-1769,A,"The Allen-Bradley 9101-1769 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 5 Amps (0-peak) Continuous Output Current.",98.91891892,,
29602,9101-1772,A,"The Allen-Bradley 9101-1772 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 5 Amps (0-peak) Continuous Output Current.",98.91891892,,
29606,9101-1773,A,"The Allen-Bradley 9101-1773 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 10 Amps (0-peak) Continuous Output Current.",98.38709677,,
29871,9101-1810,A," The Allen-Bradley 9101-1810 has a 32-131 F (0-55oC) Operating Temperature, a 120 Vac 0.6 kWatts; 240 Vac 1.2 kWatts Continuous Power Output, and a 141-339 Volts (DC) Bus Voltage. It also contains a 120 Vac 1.3 kWatts; 240 Vac 2.7 kWatts Peak Power Output and a 15 amps Output Peak Current.",96.58703072,,
29920,9101-1822,A,"The 9101-1822 The Allen-Bradley 1398 Servo Drive 1398-DDM-019-DN has 100-240 Vac rms Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 18 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",99.31972789,,
29608,9101-1898,A,"The Allen-Bradley 9101-1898 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 15 Amps (0-peak) Continuous Output Current.",98.92473118,,
29597,9101-1918,A,"The Allen-Bradley 9101-1918 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 2.5 Amps (0-peak) Continuous Output Current.",99.46524064,,
29600,9101-1921,A,"The Allen-Bradley 9101-1921 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 2.5 Amps (0-peak) Continuous Output Current.",98.92473118,,
29604,9101-1922,A,"The Allen-Bradley 9101-1922 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 5 Amps (0-peak) Continuous Output Current.",99.19137466,,
29611,9101-1924,A,"The Allen-Bradley 9101-1924 exhibits a 230-480 Voltage Root Means Square (Three Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 35 Amps (0-peak) Continuous Output Current.",99.45945946,,
29610,9101-1926,A,"The Allen-Bradley 9101-1926 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 15 Amps (0-peak) Continuous Output Current.",98.38709677,,
29613,9101-1927,A,"The Allen-Bradley 9101-1927 exhibits a 230-480 Voltage Root Means Square (Three Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 35 Amps (0-peak) Continuous Output Current.",98.37837838,,
29609,9101-1929,A,"The Allen-Bradley 9101-1929 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 15 Amps (0-peak) Continuous Output Current.",99.46236559,,
29612,9101-1930,A,"The Allen-Bradley 9101-1930 exhibits a 230-480 Voltage Root Means Square (Three Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 35 Amps (0-peak) Continuous Output Current.",98.91891892,,
29614,9101-1931,A,"The Allen-Bradley 9101-1931 exhibits a 230-480 Voltage Root Means Square (Three Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 65 Amps (0-peak) Continuous Output Current.",96.45776567,,
29933,9101-2185,A,"The 9101-2185 The Allen-Bradley 1398 Ultra Plus Positioning Module 1398-PDM-010 has 5 amps/Phase Continuous Output Current, G6350 Watts Continuous Shunt Power, and 4.5 kWatts Peak Shunt Power.",98.7012987,,
29934,9101-2186,A,"The 9101-2186 The Allen-Bradley 1398 Ultra Plus Positioning Module 1398-PDM-020 has 10 amps/Phase Continuous Output Current, G6350 Watts Continuous Shunt Power, and 4.5 kWatts Peak Shunt Power.",98.44559585,,
29936,9101-2187,A,"The 9101-2187 The Allen-Bradley 1398 Ultra Plus Positioning Module 1398-PDM-030 has 15 amps/Phase Continuous Output Current, G6350 Watts Continuous Shunt Power, and 4.5 kWatts Peak Shunt Power.",96.62337662,,
29921,9101-2327,A,"The 9101-2327 The Allen-Bradley 1398 Servo Drive 1398-DDM-019X has 100-240 Vac rms Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 18 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",97.9498861,,
29912,9101-2328,A,"The 9101-2328 The Allen-Bradley 1398 Servo Drive 1398-DDM-005-DN has 100-240 Vac rms Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 5 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",98.63013699,,
29915,9101-2329,A,"The 9101-2329 The Allen-Bradley 1398 Servo Drive 1398-DDM-009-DN has 100-240 Vac rms Nominal (Single Phase) AC Input Voltage, 47-63 Hz AC Input Frequency, 9 amps rms AC Input Current, and 141-339 Volts (DC) Bus Voltage.",97.9498861,,
29605,9101-2340,A,"The Allen-Bradley 9101-2340 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 10 Amps (0-peak) Continuous Output Current.",99.46236559,,
29607,9101-2343,A,"The Allen-Bradley 9101-2343 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 10 Amps (0-peak) Continuous Output Current.",98.38709677,,
29598,9101-2344,A,"The Allen-Bradley 9101-2344 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 2.5 Amps (0-peak) Continuous Output Current.",98.39572193,,
29547,9101-2352,A,"<p>The Allen-Bradley 9101-2352 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 10 Amps (0-peak) Continuous Output Current.</p>
",96.84210526,,
29627,9111-0021,A,"The Allen-Bradley 9111-0021 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 2.5 Amps (0-peak) Continuous Output Current.",98.38709677,,
29629,9111-0023,A,"The Allen-Bradley 9111-0023 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 10 Amps (0-peak) Continuous Output Current.",98.92473118,,
29637,9111-0046,A,"<p>The Allen-Bradley 9111-0046 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 2.5 Amps (0-peak) Continuous Output Current.</p>
",98.96907216,,
29630,9111-0048,A,"The Allen-Bradley 9111-0048 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 10 Amps (0-peak) Continuous Output Current.",97.84946237,,
29628,9111-0063,A,"The Allen-Bradley 9111-0063 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 5 Amps (0-peak) Continuous Output Current.",98.65229111,,
29631,9111-2265,A,"The Allen-Bradley 9111-2265 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 15 Amps (0-peak) Continuous Output Current.",98.92473118,,
29632,9111-2274,A,"The Allen-Bradley 9111-2274 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 15 Amps (0-peak) Continuous Output Current.",95.53805774,,
2776,92-00321-07,A,Eaton OPERATOR INTERFACE PANELMATE Cutler-Hammer,,,
2779,92-00414-02,A,Eaton OPERATOR INTERFACE PANELMATE I Cutler-Hammer,,,
71727,92-00597-05,A,"<p>The Eaton Cutler-Hammer 92-00597-05 Modicon PanelMate Plus Operator Interface provides a cost-effective interface solution for both PLC&nbsp;and Soft Logic-based industrial applications. This device features a 14-inch&nbsp;color CRT display with a keypad for operator input and 2 standard serial communication ports.</p>
",95.63909774,,
71726,92-00598-04,A,"<p>The Eaton Cutler-Hammer 92-00598-04 Modicon PanelMate Plus Operator Interface provides a cost-effective interface solution for both PLC and Soft Logic-based industrial applications. This device features a 14-inch&nbsp;color CRT display with a keypad for operator input and 2 standard serial communication ports.</p>
",98.29457364,,
71725,92-00605-02,A,"<p>The Eaton Cutler-Hammer 92-00605-02 Modicon PanelMate Plus Operator Interface provides a cost-effective interface solution for both PLC and Soft Logic-based industrial applications. This device features a 14-inch&nbsp;color CRT display with a keypad for operator input and 2 standard serial communication ports.</p>
",99.0625,,
2788,92-00639-05,A,Eaton PANELMATE 3000 30 PG Cutler-Hammer,,,
2798,92-00657-01,A,"<p>Eaton OPERATOR INTERFACE PANELMATE 2000 Cutler-Hammer</p>
",,,
2786,92-00684-00,A,"<p>Eaton OPERATOR INTERFACE PANELMATE 2000 Cutler-Hammer</p>
",,,
2777,92-00685-01,A,Eaton OPERATOR INTERFACE PANELMATE 2000 110/230V 1PH Cutler-Hammer,,,
2796,92-00702-02,A,"<p>Eaton OPERATOR INTERFACE PANELMATE 18-20VDC 11W Cutler-Hammer</p>
",,,
2783,92-00802-00,A,Eaton PANELMATE 2000 10PG 110/230VAC 1PHASE 85VA 50/60HZ Cutler-Hammer,,,
2792,92-00803-00,A,Eaton OPERATOR INTERFACE PANELMATE 2000 STAINLESS STEEL Cutler-Hammer,,,
2793,92-00803-02,A,Eaton OPERATOR INTERFACE PANELMATE 2000 STAINLESS STEEL Cutler-Hammer,,,
2794,92-00803-03,A,Eaton OPERATOR INTERFACE PANELMATE 2000 STAINLESS STEEL Cutler-Hammer,,,
2782,92-00804-02,A,Eaton OPERATOR INTERFACE PANELMATE 2000 30PG 110/230V Cutler-Hammer,,,
2795,92-00836-03,A,"<p>Eaton OPERATOR INTERFACE PANELMATE 4000/4500 EATON IDT Cutler-Hammer</p>
",,,
2778,92-00988-02,A,Eaton PANELMATE OPERATOR INTERFACE KEYBOARDS Cutler-Hammer,,,
2790,92-01089-00,A,"<p>Eaton OPERATOR INTERFACE PANELMATE 500 Cutler-Hammer</p>
",,,
2781,92-01127-01,A,Eaton OPERATOR INTERFACE PANELMATE 3000 Cutler-Hammer,,,
2797,92-01227-00,A,"<p>Eaton OPERATOR INTERFACE 18-30VDC 11W PANELMATE 1000 Cutler-Hammer</p>
",,,
2785,92-01404-00,A,"<p>Eaton OPERATOR INTERFACE PANELMATE 500 10-30VDC Cutler-Hammer</p>
",,,
2784,92-01406-01,A,"<p>Eaton OPERATOR INTERFACE PANELMATE SERIES 500 24VDC Cutler-Hammer</p>
",,,
2780,92-01667-11,A,Eaton PANELVIEW PANELMATE MODEL 1550 .5A 24VDC Cutler-Hammer,,,
2789,92-01683-01,A,"<p>Eaton OPERATOR INTERFACE PANELMATE SERIES 1000 PLC 24VDC Cutler-Hammer</p>
",,,
2775,92-01797-04,A,Eaton OPERATOR INTERFACE PANELMATE .5AMP 24VDC Cutler-Hammer,,,
2787,92-01810-01,A,"<p>Eaton OPERATOR INTERFACE PANELMATE 3000 Cutler-Hammer</p>
",,,
2791,92-01815-03,A,Eaton OPERATOR INTERFACE PANELMATE 120/230VAC 42PKHX Cutler-Hammer,,,
2800,92-01974-00,A,Eaton OPERATOR INTERFACE PANELMATE 1155T 7.4IN GRAYSCALE Cutler-Hammer,,,
2801,92-01974-01,A,Eaton OPERATOR INTERFACE PANELMATE 1155T 7.4IN 1.1AMP Cutler-Hammer,,,
29599,9202-1768,A,"The Allen-Bradley 9202-1768 exhibits a 100-240 Voltage Root Means Square (Single Phase) Input Voltage (AC), 47-63 Hz Input Frequency (AC), and 2.5 Amps (0-peak) Continuous Output Current.",97.84946237,,
2774,92Y00984-06,A,Eaton OPERATOR INTERFACE PANELMATE 3000 Cutler-Hammer,,,
2773,92Y01756-09,A,"<p>Eaton OPERATOR INTERFACE PANELMATE 1500 18-30VDC Cutler-Hammer</p>
",,,
71482,931S-M5211,A,"<p>The Allen-Bradley 931S-M5211 smart&nbsp;current measurement converter converts and measures current (both AC and DC) to up to 10 Amps. It offers 4-way galvanic isolation between the power supply, input, and outputs, and it has a configurable relay output for over-current or under-current.</p>
",97.4533107,,
71417,931S-U392,A,"<p>The 931S-U392 signal conditioner is a standard signal converter device. It is powered with 24 Volts DC power supply.</p>
",,,
14927,BC4000215,A,Allen-Bradley Operator Interface Control Board with 1336-120659 Alternative Part Number,,,
48705,CHKD3400F,A, The CHKD3400F Molded Case Circuit Breaker operates with 3 Poles and 400 Amps. The Thermal-Magnetic Molded Case Circuit Breaker is in the C Series and has a 11.5 lbs Weight.,98.8372093,,
48475,CHLD3400T52W,A, The Eaton CHLD3400T52W Molded Case Circuit Breaker operates with 3 Poles and 400 Amps. The module has a L Frame and a OPTIM Unit Type.,99.25925926,,
48367,CHLD3600F,A, The Eaton CHLD3600F Molded Case Circuit Breaker operates with 3 Poles and 600 Amps. The module has a L Frame and a Thermal-Magnetic Unit Type.,99.3006993,,
48273,CHMDL3800F,A, The Eaton CHMDL3800F Frame operates with 3 Poles and 800 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,,,
48171,CHND312T106W,A, The CHND312T106W Molded Case Circuit Breaker operates with 3 Poles and 1200 Amps. The module also has a N Frame and a Model 1050 Trip Model.,95.5017301,,
48156,CHND312T52W,A, The CHND312T52W Molded Case Circuit Breaker operates with 3 Poles and 1200 Amps. The module also has a N Frame and a Model 550 Trip Model.,97.14285714,,
48154,CHND3800T56W,A, The CHND3800T56W Molded Case Circuit Breaker operates with 3 Poles and 800 Amps. The module also has a N Frame and a Model 550 Trip Model.,96.77419355,,
48704,CKD3400F,A, The CKD3400F Molded Case Circuit Breaker operates with 3 Poles and 400 Amps. The Thermal-Magnetic Molded Case Circuit Breaker is in the C Series and has a 11.5 lbs Weight.,99.71014493,,
48366,CLD3600F,A, The Eaton CLD3600F Molded Case Circuit Breaker operates with 3 Poles and 600 Amps. The module has a L Frame and a Thermal-Magnetic Unit Type.,99.64912281,,
48487,CLDC3400T52W,A, The Eaton CLDC3400T52W Molded Case Circuit Breaker operates with 3 Poles and 400 Amps. The module has a L Frame and a OPTIM Unit Type.,98.51851852,,
48368,CLDC3600F,A, The Eaton CLDC3600F Molded Case Circuit Breaker operates with 3 Poles and 600 Amps. The module has a L Frame and a Thermal-Magnetic Unit Type.,98.5915493,,
48272,CMDL3800F,A, The Eaton CMDL3800F Frame operates with 3 Poles and 800 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,,,
48168,CND312T107W,A, The CND312T107W Molded Case Circuit Breaker operates with 3 Poles and 1200 Amps. The module also has a N Frame and a Model 1050 Trip Model.,98.93238434,,
48166,CND3800T107W,A, The CND3800T107W Molded Case Circuit Breaker operates with 3 Poles and 800 Amps. The module also has a N Frame and a Model 1050 Trip Model.,97.14285714,,
48147,CND3800T52W,A,"<p>The CND3800T52W Molded Case Circuit Breaker operates with 3 Poles and 800 Amps. The module also has a N Frame and a Model 550 Trip Model.</p>
",95.77464789,,
47895,CRD316T56W,A, The Eaton CRD316T56W Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps.The module has a R Frame and a LSIG Trip Type.,98.86792453,,
47898,CRD320T52W,A, The Eaton CRD320T52W Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps.The module has a R Frame and a LSI Trip Type.,98.85057471,,
47960,CRD320T66W,A, The Eaton CRD320T66W Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps.The module has a R Frame and a LSIG Trip Type.,98.48484848,,
47963,CRDC316T62W,A, The Eaton CRDC316T62W Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps.The module has a R Frame and a LSI Trip Type.,98.86792453,,
47966,CRDC316T66W,A, The Eaton CRDC316T66W Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps.The module has a R Frame and a LSIG Trip Type.,98.48484848,,
49722,CTF080,A, The Eaton CTF080 External Neutral Sensor is in the C Series and has a F Frame. The module has 80 Amps.,,,
49724,CTF225,A, The Eaton CTF225 External Neutral Sensor is in the C Series and has a F Frame. The module has 225 Amps.,,,
31221,D100AB10,A,"Eaton Cutler-Hammer D100AB10 Battery with Lithium 3 V, 1200 mA.",,,
31222,D100AC10,A,Eaton Cutler-Hammer D100AC10 Programmer Cable.,,,
31223,D100AF10,A," Eaton Cutler-Hammer D100AF10 Fuse with 250V, 3 A Power.",,,
31207,D100AIM2,A, Eaton Cutler-Hammer D100AIM2 Analog Input Module with 0-10V DC  and 4-20mA DC .,,,
31224,D100AU30,A," Eaton Cutler-Hammer D100AU30 Expansion Cable with 11.8"" Length.",,,
31220,D100AU50,A," Eaton Cutler-Hammer D100AU50 Expansion Cable with 19.7"" Length.",,,
31170,D100CA20,A, Eaton Cutler-Hammer D100CA20 20 I/O Controller with 12 Inputs and 8 Outputs.,,,
31174,D100CA40,A, Eaton Cutler-Hammer D100CA40 40 I/O Controller with 24 Inputs and 16 Outputs.,,,
31179,D100CA40H,A, Eaton Cutler-Hammer D100CA40H 40 I/O High Speed Controller with 24 Inputs and 16 Outputs.,,,
31172,D100CAA20,A, Eaton Cutler-Hammer D100CAA20 20 I/O Controller with 12 Inputs and 8 Outputs.,,,
31176,D100CAA40,A, Eaton Cutler-Hammer D100CAA40 40 I/O Controller with 24 Inputs and 16 Outputs.,,,
31182,D100CAA40H,A, Eaton Cutler-Hammer D100CAA40H 40 I/O High Speed Controller with 24 Inputs and 16 Outputs.,,,
