"product id","Part Number",Description
8671047,100-E40KN00,"This contactor made by Allen-Bradley/Rockwell Automation is a 40 Amps rated contactor switch. It comes with bar connections. This E frame IEC contactor in addition comes with 3 N.O. poles. This contactor switch has a 250-500 Volts alternating current/direct current control coil with an integrated diode and uses a standard terminal type. "
8671048,100-E40KN200,"This electromechanical contactor switch made by Allen Bradley comes with a breaking amperage rating of 40 A. This 100 series contactor comes with 2 N.O. 2 N.C. poles. This 100 series IEC contactor uses a standard terminal type. In addition, this electromechanical contactor comes with bar connections and operates at 250-500 Volts alternating current/direct current. "
8671049,100-E40KN400,"This 100 series E frame manufactured by Allen-Bradley has a breaking rating of 40 A. Also, it operates at 250-500V AC/DC. This electromechanical contactor comes with bar connections and uses a standard terminal type. Furthermore, this Allen-Bradley contactor also comes with 4 normally open main contacts. "
8671050,100-E40KY00,"This 100 series assembled by Allen Bradley comes with a breaking amperage rating of 40 A. This contactor has a 48-130 Volts AC/DC control coil with an integrated diode. This contactor comes with 3 N.O. poles. Also, this contactor switch uses a standard terminal. Additionally, this contactor switch has bar connections. "
8671051,100-E40KY200,"This E frame constructed by Allen-Bradley is a 40 Amps rated contactor switch. This 100 series contactor switch also has bar connections. Additionally, it uses a standard terminal and is a 48-130 Volts alternating current/direct current contactor. Furthermore, this contactor also has 2 normally open 2 normally closed main contacts. "
8671052,100-E40KY400,"The 100-E40KY400 by Allen-Bradley comes with a rating of 40 A. This electromechanical contactor comes with bar connections. Furthermore, this contactor comes with 4 N.O. main contacts. Also, this E frame contactor switch uses a standard terminal type. In addition, this E frame contactor switch has a 48-130 Volts AC/DC control coil that utilizes an integrated diode. "
8669564,100-E460ED11,"This 100 series by AB is a 460 Amps rated electromechanical contactor. This contactor switch uses a standard terminal type. Also, it comes with 1 N.O. 1 N.C. auxiliary contacts. Additionally, it comes with a 100-250 Volts alternating current/direct current (with programmable logic controller input) control coil that contains an integrated diode, has bar connections, and 3 N.O. poles. "
8669562,100-E460EJ11,"This AB 460 A 100 series contactor switch has a 24-60V AC-DC(with PLC input) control coil that utilizes an integrated diode. Also, it has 1 normally open 1 normally closed auxiliary contacts. It has bar connections and uses a standard terminal. This E frame electromechanical contactor switch has 3 N.O. main contacts. "
8669565,100-E460EN11,"This E frame made by Allen-Bradley is a 460 Amps rated electromechanical contactor switch. Furthermore, this unit comes with bar connections. This E frame contactor switch uses a standard terminal type. Additionally, this 100 series E frame electromechanical contactor has 3 N.O. main contacts. In addition, this electromechanical contactor switch operates at 250-500 Volts AC/DC (with PLC input) and has 1 N.O. 1 N.C. auxiliary contacts. "
8669563,100-E460EY11,"This E frame assembled by Allen-Bradley is a 460 A contactor switch. This 100 series E frame switch also has a 48-130V AC/DC (with PLC input) control coil that utilizes an integrated diode. This 100 series contactor switch has 1 N.O. 1 N.C. auxiliary contacts. In addition, it has 3 N.O. poles and uses a standard terminal. This 100 series E frame switch comes with bar connections. "
8671053,100-E52KD00,"This Rockwell Automation 52 A 100 series electromechanical contactor uses a standard terminal. Also, this Allen-Bradley/Rockwell Automation electromechanical contactor comes with 3 normally open poles. Furthermore, this Allen-Bradley contactor also has bar connections. This electromechanical contactor switch has a 100-250V AC/DC control coil that utilizes an integrated diode. "
8671054,100-E52KD400,"The 100-E52KD400 manufactured by Allen-Bradley comes with a breaking rating of 52 A. It is a 100-250V AC/DC contactor switch. In addition, it comes with bar connections and uses a standard terminal type. This 100 series E frame electromechanical contactor switch also comes with 4 N.O. poles. "
8671055,100-E52KJ00,"This E frame made by Allen Bradley comes with a breaking amperage rating of 52 A. Furthermore, this IEC contactor also has 3 N.O. poles. It comes with bar connections and uses a standard terminal type. Additionally, it operates at 24-60 Volts AC 20-60 Volts DC. "
8671056,100-E52KJ400,"The Allen-Bradley 100-E52KJ400 IEC contactor has a current rating of 52 Amps. Additionally, it has a 24-60 Volts AC 20-60 Volts DC control coil that contains an integrated diode. This 100 series contactor has bar connections. This switch uses a standard terminal and has 4 normally open poles. "
8671057,100-E52KN00,"This Rockwell Automation E frame electromechanical contactor switch has a breaking amperage rating of 52 A. This 100 series E frame contactor switch uses a standard terminal type. Additionally, it has 3 normally open main contacts. Furthermore, this IEC contactor also comes with bar connections. This E frame electromechanical contactor switch has a 250-500 Volts alternating current/direct current control coil that contains an integrated diode. "
8671058,100-E52KN400,"This IEC contactor built by Rockwell Automation has a breaking rating of 52 Amps. This 100 series contactor switch additionally comes with bar connections. This 100 series IEC contactor has 4 normally open poles. This 100 series E frame contactor uses a standard terminal. It operates at 250-500V AC/DC. "
8671059,100-E52KY00,"This Allen Bradley 52 A 100 series E frame contactor switch operates at 48-130V AC/DC. This E frame electromechanical contactor uses a standard terminal type. In addition, this contactor comes with 3 normally open main contacts. This electromechanical contactor switch comes with bar connections. "
8671060,100-E52KY400,"This switch assembled by AB is a 52 Amps rated contactor switch. This contactor switch comes with 4 N.O. main contacts. Additionally, this E frame electromechanical contactor switch has bar connections. It uses a standard terminal type and is a 48-130 Volts AC/DC switch. "
8669568,100-E580ED11,"This Allen-Bradley 580 A E frame contactor operates at 100-250 Volts alternating current/direct current (with programmable logic controller input). It has bar connections and 1 N.O. 1 N.C. auxiliary contacts. This switch has 3 N.O. main contacts. It uses a standard terminal type. "
8669566,100-E580EJ11,"The Allen-Bradley 100-E580EJ11 electromechanical contactor switch is a 580 Amps rated switch. In addition, it has 3 N.O. poles and 1 normally open 1 normally closed auxiliary contacts. Additionally, this 100 series contactor switch operates at 24-60 Volts alternating current-direct current(with programmable logic controller input). This 100 series E frame switch uses a standard terminal. It has bar connections. "
8669569,100-E580EN11,"The 100-E580EN11 built by Allen Bradley has a rating of 580 A. Also, it has 1 N.O. 1 N.C. auxiliary contacts and a 250-500 Volts AC/DC (with PLC input) control coil that contains an integrated diode. It comes with bar connections. Additionally, this Allen Bradley electromechanical contactor switch uses a standard terminal. Furthermore, this contactor also comes with 3 N.O. main contacts. "
8669567,100-E580EY11,"This Allen-Bradley/Rockwell Automation 580 Amps E frame electromechanical contactor switch has 1 N.O. 1 N.C. auxiliary contacts. It comes with a 48-130V AC/DC (with PLC input) control coil with an integrated diode and uses a standard terminal. This 100 series contactor comes with 3 N.O. main contacts. This electromechanical contactor comes with bar connections. "
8671061,100-E65KD00,"This 100 series by Allen-Bradley has a breaking amperage rating of 65 A. In addition, it comes with bar connections. It uses a standard terminal and comes with 3 normally open main contacts. Furthermore, this IEC contactor also operates at 100-250 Volts alternating current/direct current. "
8671062,100-E65KJ00,"This switch by Allen-Bradley is a 65 A rated IEC contactor. Furthermore, this contactor uses a standard terminal. In addition, this 100 series electromechanical contactor switch comes with 3 normally open main contacts. Also, it is a 24-60 Volts alternating current 20-60 Volts direct current IEC contactor and comes with bar connections. "
8671063,100-E65KN00,"This AB 100 series E frame electromechanical contactor switch has a breaking current rating of 65 Amps. This 100 series E frame switch uses a standard terminal type. This 100 series E frame contactor has bar connections. In addition, this Rockwell Automation contactor is a 250-500 Volts alternating current/direct current contactor. Additionally, it has 3 N.O. poles. "
8671064,100-E65KY00,"This contactor built by Rockwell Automation is a 65 Amps rated contactor. Additionally, it has bar connections and 3 N.O. main contacts. This 100 series E frame contactor switch uses a standard terminal. This E frame IEC contactor operates at 48-130 Volts AC/DC. "
8669572,100-E750ED11,"The Allen Bradley 100-E750ED11 contactor is a 750 Amps contactor switch. Additionally, this contactor switch comes with 3 N.O. main contacts. This 100 series contactor comes with bar connections. Furthermore, this contactor uses a standard terminal. In addition, it comes with 1 N.O. 1 N.C. auxiliary contacts. "
8669570,100-E750EJ11,"The Rockwell Automation 100-E750EJ11 electromechanical contactor is a 750 Amps contactor switch. Furthermore, this Allen-Bradley IEC contactor has bar connections. This 100 series switch in addition comes with 3 normally open main contacts. Also, this switch comes with 1 normally open 1 normally closed auxiliary contacts. This contactor uses a standard terminal and is a 24-60 Volts alternating current-direct current(with programmable logic controller input) contactor. "
8669573,100-E750EN11,"This 100 series E frame manufactured by Allen Bradley is a 750 Amps IEC contactor. This 100 series electromechanical contactor in addition uses a standard terminal. This switch comes with bar connections and 1 N.O. 1 N.C. auxiliary contacts. This 100 series E frame electromechanical contactor switch additionally has 3 N.O. poles. Furthermore, it comes with a 250-500 Volts AC/DC (with PLC input) control coil that contains an integrated diode. "
8669571,100-E750EY11,"The Allen-Bradley 100-E750EY11 contactor switch is a 750 Amps rated switch. This 100 series contactor has 1 N.O. 1 N.C. auxiliary contacts. This 100 series IEC contactor has 3 normally open poles. Also, it comes with bar connections, uses a standard terminal, and a 48-130V AC/DC (with PLC input) control coil with an integrated diode. "
8671065,100-E80KD00,"This AB 100 series contactor is a 80 Amps rated electromechanical contactor switch. This 100 series E frame IEC contactor comes with 3 N.O. poles. In addition, this electromechanical contactor switch uses a standard terminal and comes with bar connections. This E frame IEC contactor comes with a 100-250 Volts alternating current/direct current control coil that contains an integrated diode. "
8671066,100-E80KD200,"The 100-E80KD200 constructed by Rockwell Automation is a 80 Amps rated contactor. It uses a standard terminal. In addition, this switch has bar connections. This 100 series E frame electromechanical contactor switch has a 100-250V AC/DC control coil that contains an integrated diode. This 100 series E frame electromechanical contactor has 2 N.O. 2 N.C. poles. "
8671067,100-E80KD400,"This Allen-Bradley/Rockwell Automation E frame electromechanical contactor is a 80 A contactor. This 100 series E frame electromechanical contactor uses a standard terminal. Additionally, this electromechanical contactor has bar connections and is a 100-250 Volts AC/DC contactor. Also, this E frame IEC contactor comes with 4 normally open poles. "
8671068,100-E80KJ00,"This contactor by Allen Bradley has a breaking rating of 80 Amps. Additionally, this 100 series E frame contactor switch uses a standard terminal type. Also, it is a 24-60 Volts alternating current 20-60 Volts direct current electromechanical contactor switch and has bar connections. This 100 series contactor switch has 3 N.O. main contacts. "
8671069,100-E80KJ200,"The 100-E80KJ200 assembled by Rockwell Automation is a 80 Amps contactor switch. This E frame switch operates at 24-60V AC 20-60V DC. Additionally, this electromechanical contactor switch comes with bar connections and uses a standard terminal type. This 100 series contactor switch comes with 2 normally open 2 normally closed main contacts. "
8671070,100-E80KJ400,"This electromechanical contactor made by Rockwell Automation is a 80 A rated switch. Additionally, it is a 24-60 Volts AC 20-60 Volts DC electromechanical contactor and uses a standard terminal type. This 100 series E frame contactor has bar connections. This 100 series E frame electromechanical contactor has 4 normally open poles. "
8671071,100-E80KN00,"This Allen Bradley 100 series E frame contactor has a current rating of 80 A. This 100 series E frame contactor also has bar connections. This E frame electromechanical contactor additionally has 3 normally open poles. Furthermore, this unit operates at 250-500 Volts AC/DC. This 100 series E frame electromechanical contactor switch uses a standard terminal. "
8671072,100-E80KN200,"This Allen Bradley 100 series electromechanical contactor switch is a 80 Amps electromechanical contactor. It comes with 2 N.O. 2 N.C. poles and is a 250-500 Volts alternating current/direct current electromechanical contactor. Also, it has bar connections. In addition, this E frame switch uses a standard terminal. "
8671073,100-E80KN400,"The Allen Bradley 100-E80KN400 contactor has a breaking rating of 80 A. This 100 series E frame contactor has bar connections. It comes with 4 N.O. poles and uses a standard terminal type. Also, this E frame contactor switch comes with a 250-500V AC/DC control coil that utilizes an integrated diode. "
8671074,100-E80KY00,"The Allen-Bradley/Rockwell Automation 100-E80KY00 electromechanical contactor switch has a current rating of 80 Amps. This E frame contactor comes with bar connections. This 100 series E frame electromechanical contactor switch comes with 3 normally open main contacts. This 100 series E frame contactor in addition uses a standard terminal type. Also, this electromechanical contactor has a 48-130 Volts AC/DC control coil that contains an integrated diode. "
8671075,100-E80KY200,"This AB 100 series switch is a 80 A rated IEC contactor. In addition, this E frame IEC contactor has a 48-130 Volts alternating current/direct current control coil that utilizes an integrated diode. This 100 series E frame contactor switch uses a standard terminal. Also, this IEC contactor comes with 2 N.O. 2 N.C. poles. This 100 series IEC contactor has bar connections. "
8671076,100-E80KY400,"The 100-E80KY400 built by Rockwell Automation has a current rating of 80 Amps. This 100 series E frame contactor uses a standard terminal type. This 100 series E frame switch is a 48-130 Volts AC/DC contactor. This E frame electromechanical contactor comes with 4 N.O. poles. In addition, this 100 series E frame electromechanical contactor switch has bar connections. "
8669574,100-E860ED11,"The 100-E860ED11 assembled by Rockwell Automation comes with a current rating of 860 Amps. In addition, this 100 series electromechanical contactor comes with 1 normally open 1 normally closed auxiliary contacts. This 100 series E frame switch operates at 100-250V AC/DC (with PLC input). Additionally, it comes with bar connections, 3 N.O. poles, and uses a standard terminal. "
8671077,100-E96KD00,"This AB E frame electromechanical contactor comes with a breaking current rating of 96 Amps. This electromechanical contactor switch uses a standard terminal. This contactor switch has bar connections. Additionally, this electromechanical contactor is a 100-250 Volts alternating current/direct current switch and comes with 3 N.O. main contacts. "
8671078,100-E96KJ00,"The 100-E96KJ00 assembled by Rockwell Automation is a 96 A electromechanical contactor switch. Furthermore, this unit uses a standard terminal type. Also, it comes with 3 N.O. main contacts and bar connections. Additionally, this 100 series E frame IEC contactor operates at 24-60 Volts AC 20-60 Volts DC. "
8671079,100-E96KN00,"This E frame made by Allen-Bradley/Rockwell Automation is a 96 Amps rated electromechanical contactor. This 100 series E frame electromechanical contactor comes with 3 normally open poles. Furthermore, this unit has bar connections. This 100 series contactor in addition operates at 250-500V AC/DC. Also, this Rockwell Automation IEC contactor uses a standard terminal type. "
8671080,100-E96KY00,"The Allen Bradley 100-E96KY00 switch is a 96 A rated switch. This 100 series E frame electromechanical contactor uses a standard terminal type. It comes with 3 N.O. main contacts. Furthermore, this Allen-Bradley IEC contactor also has a 48-130 Volts alternating current/direct current control coil that utilizes an integrated diode. It comes with bar connections. "
