"Product Number",MPN,Manufacturer,Series,"Product Type","Terminal Type",Options,"Contactor Amperage","Control Voltage","Auxiliary Contacts","Main Poles"
104-E-265-KY-22,104-E265KY22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","265 A","48-130V AC/DC","1 N.O. 1 N.C.",3
104-E-305-ED-22,104-E305ED22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","305 A","100-250V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-305-EN-22,104-E305EN22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","305 A","250-500V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-305-KD-22,104-E305KD22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","305 A","100-250V AC/DC","1 N.O. 1 N.C.",3
104-E-305-KJ-22,104-E305KJ22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","305 A","24-60V AC 20-60V DC","1 N.O. 1 N.C.",3
104-E-305-KN-22,104-E305KN22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","305 A","250-500V AC/DC","1 N.O. 1 N.C.",3
104-E-305-KY-22,104-E305KY22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","305 A","48-130V AC/DC","1 N.O. 1 N.C.",3
104-E-370-ED-22,104-E370ED22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","370 A","100-250V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-370-EN-22,104-E370EN22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","370 A","250-500V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-370-KD-22,104-E370KD22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","370 A","100-250V AC/DC","1 N.O. 1 N.C.",3
104-E-370-KJ-22,104-E370KJ22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","370 A","24-60V AC 20-60V DC","1 N.O. 1 N.C.",3
104-E-370-KN-22,104-E370KN22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","370 A","250-500V AC/DC","1 N.O. 1 N.C.",3
104-E-370-KY-22,104-E370KY22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","370 A","48-130V AC/DC","1 N.O. 1 N.C.",3
104-E-400-ED-22,104-E400ED22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","400 A","100-250V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-400-EJ-22,104-E400EJ22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","400 A","24-60V AC-DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-400-EN-22,104-E400EN22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","400 A","250-500V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-400-EY-22,104-E400EY22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","400 A","48-130V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-460-ED-22,104-E460ED22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","460 A","100-250V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-460-EJ-22,104-E460EJ22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","460 A","24-60V AC-DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-460-EN-22,104-E460EN22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","460 A","250-500V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-460-EY-22,104-E460EY22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","460 A","48-130V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-580-ED-22,104-E580ED22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","580 A","100-250V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-580-EJ-22,104-E580EJ22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","580 A","24-60V AC-DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-580-EN-22,104-E580EN22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","580 A","250-500V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-580-EY-22,104-E580EY22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","580 A","48-130V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-750-EJ-22,104-E750EJ22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","750 A","24-60V AC-DC(w/ PLC input)","1 N.O. 1 N.C.",3
104-E-750-EY-22,104-E750EY22,"Allen Bradley","MCS-E Reversing Contactor","Large Frame IEC Contactor",Standard,"Bar Connections","750 A","48-130V AC/DC(w/ PLC input)","1 N.O. 1 N.C.",3
